Date,Open,High,Low,Close
2023-01-03,128.61399342864948,129.22606012096526,122.58212678977998,123.47061920166016
2023-01-04,125.26735425148367,127.0147240465149,123.4805025968435,124.74413299560547
2023-01-05,125.50426745503849,126.13608257581905,123.16457967496471,123.42124938964844
2023-01-06,124.39861137948095,128.62387085680967,123.2929310044788,127.96244049072266
2023-01-09,128.80155656407595,131.70396238313268,128.22897177101316,128.4856414794922
2023-01-10,128.5942366688145,129.58144872233615,126.48160347682453,129.0582275390625
2023-01-11,129.57158328133335,131.8026771210122,128.7916923794983,131.78294372558594
2023-01-12,132.16793979306604,132.54307008824253,129.75914024116136,131.70394897460938
2023-01-13,130.3415976184994,133.19463966232263,129.97633400317605,133.03668212890625
2023-01-17,133.10577808532958,135.53431084706406,132.41473278986277,134.2015838623047
2023-01-18,135.0703691429246,136.83747220518643,133.3032510170013,133.48095703125
2023-01-19,132.3653916580124,134.50763996952077,132.05935833689125,133.54017639160156
2023-01-20,133.55004278165805,136.25500917828725,132.5036004355903,136.10691833496094
2023-01-23,136.35374163026458,141.48725702280552,136.1365537453342,139.30551147460938
2023-01-24,138.51572440513698,141.32928485597137,138.50585770726414,140.70733642578125
2023-01-25,139.0883167228264,140.60861677861874,137.03491367991992,140.04591369628906
2023-01-26,141.33915831562229,142.4053492196724,140.08539469738815,142.1190643310547
2023-01-27,141.3293062635936,145.34725220094586,141.2503274776649,144.06387329101562
2023-01-30,143.10628343226185,143.68873499989203,141.0232651416844,141.1713409423828
2023-01-31,140.87516062877287,142.49418783542103,140.46053336332577,142.44482421875
2023-02-01,142.1289453100569,144.7351849828254,139.51283893795213,143.5702667236328
2023-02-02,146.99585146947285,149.24669348189832,146.27519097291648,148.8913116455078
2023-02-03,146.13699831650217,155.36743699431324,145.93955891955838,152.52426147460938
2023-02-06,150.61897306818702,151.14219433077403,148.8518547888618,149.78970336914062
2023-02-07,148.7136179890826,153.24491754252153,148.7136179890826,152.67233276367188
2023-02-08,151.91219134400382,152.60323674930237,149.23684012618935,149.9772491455078
