Date,Open,High,Low,Close
2023-01-02,97.14236501941603,97.91640332770275,96.65858830854428,96.99723052978516
2023-01-03,97.04561326819733,97.6261438575236,96.56183654678428,97.09398651123047
2023-01-04,97.43262461846388,97.62613972795161,95.25562946419173,95.5458984375
2023-01-05,95.78778977769494,96.90047770097692,95.11050532796513,96.70696258544922
2023-01-06,96.56185212372976,97.23913669022592,95.49753725945276,95.73942565917969
2023-01-09,96.65860195549554,98.40019393141614,96.27157905578613,96.75535583496094
2023-01-10,96.75534898265892,96.85210285527212,95.11051100269263,95.93292999267578
2023-01-11,97.09398703263518,97.48100988821338,96.3199487033258,96.9488525390625
2023-01-12,97.19073898821452,97.2391196124022,95.69103560240497,96.17481231689453
2023-01-13,96.2715664937439,96.85209707663329,94.23970576270763,96.70696258544922
2023-01-16,97.1907513492942,99.65801585972554,96.94886296128516,98.78721618652344
2023-01-17,99.02909903211595,99.6580102821104,98.20668003528354,99.5612564086914
2023-01-18,99.75475967454447,100.62555925989373,98.78720622012241,99.36773681640625
2023-01-19,98.69045939934372,99.6580129228667,98.54532489444577,99.51287841796875
2023-01-20,99.56125560489852,100.0450323499351,98.30343311506448,98.4969482421875
2023-01-23,99.02909663906874,99.17423113661371,97.81965479593931,98.25505828857422
2023-01-24,98.2550617187843,98.54532334216046,96.9004853308199,97.38426208496094
2023-01-25,96.94885672788531,97.62614859987231,95.59428774760593,95.93292999267578
2023-01-27,96.36832438533546,96.70696662434351,89.45031558054042,91.24029541015625
2023-01-30,89.93408695009396,89.93408695009396,84.17714708495363,86.06387329101562
2023-01-31,87.37009105678116,93.12703189384318,86.16064908413385,91.86920928955078
2023-02-01,93.85270302033437,94.0945914301806,86.16065453996387,87.9990005493164
2023-02-02,86.64441335582403,90.46624648451672,85.43497155790268,90.0792236328125
2023-02-03,90.36950496902273,91.33705853960788,88.72465946991922,90.80490112304688
2023-02-06,90.46624630721158,91.91757646187273,90.1759773235406,91.43379974365234
2023-02-07,91.43380237888488,92.01433298111155,90.70813728063976,91.38542175292969
2023-02-08,91.86919984061987,93.17540294221176,91.28866922982749,92.98188781738281
2023-02-09,93.22377749402546,93.56241973991482,92.44973912939938,92.6916275024414
2023-02-10,93.03241322192594,94.10342849476154,92.83767844517352,93.7139663696289
2023-02-13,93.7139612879772,94.63892728518515,91.96138553410007,92.15612030029297
2023-02-14,92.3021719050183,92.6429484692045,90.64695977724367,92.10743713378906
2023-02-15,91.57193085845786,92.30216951784469,90.93905586798158,92.15612030029297
2023-02-16,93.3731771198779,95.80730578604587,91.7666507145328,95.17443084716797
2023-02-17,94.97970636468503,96.0507215241432,93.66527090296172,93.90868377685547
2023-02-20,94.15210451419655,94.20079006439,91.71797557196425,92.3995361328125
2023-02-21,93.42186434985153,93.66527724021422,92.10743622756739,93.03240966796875
2023-02-22,93.17845561790378,93.61660329713364,92.30217511618852,92.49690246582031
2023-02-23,92.59425412414988,93.17844352560385,91.18246245160516,92.8863525390625
2023-02-24,93.12976779495563,93.37318067082934,92.49689283200969,92.8376693725586
2023-02-27,92.83766699378664,93.17844352560385,90.69563671233165,92.8863525390625
2023-02-28,92.6429484692045,93.61660004023477,91.9127097909318,92.10743713378906
2023-03-01,92.69162054331721,94.5415598932548,92.30216588301161,94.49288177490234
2023-03-02,94.63892537246043,94.97970934931755,93.66527384628955,94.152099609375
2023-03-03,94.68761471453527,95.12575494752112,93.08108814630066,93.32450103759766
2023-03-06,93.81132011297225,94.68760794466398,93.37317991131208,93.90868377685547
2023-03-08,93.7139660951607,93.86001532020421,92.01007580252141,93.56791687011719
2023-03-09,93.6165962346045,94.3468348831921,92.74030837062504,92.9350357055664
2023-03-10,91.81534667235115,92.98372559327385,91.08510798968146,92.3995361328125
2023-03-13,91.57192959135996,92.39953190820566,89.47857731107612,89.91671752929688
2023-03-14,90.40354653237753,90.50091020342695,88.79701996076038,90.30618286132812
2023-03-15,91.03642895884222,91.7666676938062,89.77067884688897,90.16014099121094
2023-03-16,90.25749342336815,90.25749342336815,87.28786072824565,89.47857666015625
2023-03-17,90.64695795968336,92.20479895642117,90.45223062073057,90.93905639648438
2023-03-20,90.5495930811233,90.89036963392631,89.33252865798994,90.20881652832031
2023-03-21,90.5495861073886,90.98772629462428,89.91671117042618,90.6469497680664
2023-03-22,91.03641885037666,91.47455907135598,90.06276731186996,90.20881652832031
2023-03-23,89.86803645387067,90.30617665768067,88.4562373213369,89.67330169677734
2023-03-24,92.07439371616877,92.61341659192833,89.37929429153593,89.7223129272461
2023-03-27,91.24136705248559,91.87839206622796,89.526303733916,89.91831970214844
2023-03-28,89.91831037305288,90.65333743332306,88.20324723242244,88.49726104736328
2023-03-29,88.399258137124,90.21233100445205,88.1052517770499,89.7223129272461
2023-03-31,92.36840170798324,96.4845503051985,92.36840170798324,95.60252380371094
2023-04-03,96.97457705877379,97.02358185862637,93.88746907221092,94.67149353027344
2023-04-05,93.15243865465318,96.48455556890508,93.15243865465318,96.2885513305664
2023-04-06,95.65152898816733,97.02358112576641,95.60253166576753,96.77857208251953
2023-04-10,96.92558057141669,98.54264177841463,96.77857364767456,97.9056167602539
2023-04-11,98.39563229375635,98.93464769733838,96.82757592784473,98.00361633300781
2023-04-12,98.15061846212973,99.08164978101605,97.51359349164225,98.78764343261719
2023-04-13,98.7876485135921,99.76768467949249,98.49363467298896,98.88565063476562
